género,ingreso_total,clase_ocupacional,nivel_educativo,tipo_empleador,asistencia_educativa,tipo_institucion_educativa
Femenino,500000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,525000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,350000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,267000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,280000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,240000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,180000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,120000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,30000.0,Empleador,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,30000.0,Autónomo,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,80000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,184000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,362000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,204500.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,32400.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,105000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,25000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,186000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,189500.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,250000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,235000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,76000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,500000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,53000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,90000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,90000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,160000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,350000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,350000.0,Trabajador o empleado,,Otro (especificar),"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,189500.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,184500.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,205000.0,Trabajador o empleado,Educación Terciaria,Privado,"Sí, actualmente asistiendo",Pública
Femenino,170000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,110000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,93000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,280000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Privada
Masculino,320000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,500000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,136985.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,40000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,130000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,60000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,102500.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,140000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,120000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,370000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,28320.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Masculino,330000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,235000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,220000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Empleador,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,160000.0,Autónomo,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,125000.0,Autónomo,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,213000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Autónomo,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,170000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,600000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,500000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,600000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,295000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,18500.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,178000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,240000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,120000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,250000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,520000.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,70000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,138000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,90000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,309500.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,219500.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,450000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Autónomo,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,90000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,500000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,190000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,110000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,550000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,109500.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,230000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,130000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,140000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,450000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,270000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,560000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,230000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,116000.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,271200.0,Autónomo,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,500000.0,Trabajador o empleado,Título de Posgrado,Público,"Sí, actualmente asistiendo",Pública
Masculino,200000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,125500.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,80000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,280000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,100000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,120000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Masculino,200000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,156000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,390000.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,350000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,260000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,83000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,50000.0,Autónomo,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,388000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,288000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,230000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,150000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,27000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,140500.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,170000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,185000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,80000.0,Trabajador o empleado,Título de Posgrado,Público,"Sí, actualmente asistiendo",Pública
Femenino,450000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,145000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,130000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Femenino,200000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,130000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Privada
Femenino,90000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,30000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,200000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,330000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,88000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,550000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,60000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,20000.0,Autónomo,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,85000.0,Trabajador o empleado,Título de Posgrado,Público,"Sí, actualmente asistiendo",Pública
Masculino,150000.0,Empleador,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Empleador,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,195000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,450000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,450000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,170000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,250000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,224000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,250000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,270000.0,Trabajador o empleado,Título de Posgrado,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,280000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,75000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,350000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Autónomo,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,176000.0,Trabajador o empleado,Educación Terciaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,350000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,50000.0,Autónomo,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,20000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,100000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,97000.0,Trabajador familiar no remunerado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,230000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,280000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Primaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,140000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,600000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,180000.0,Trabajador o empleado,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,85000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Pública
Masculino,250000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,70000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,106800.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,190000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,260000.0,Autónomo,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,380000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,360000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,181000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,120000.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,50000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,300000.0,Autónomo,Educación Primaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,285000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,125000.0,Trabajador o empleado,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,150000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,400000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,400000.0,Trabajador o empleado,Título Universitario,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,135000.0,Trabajador o empleado,Título de Posgrado,Público,"Sí, actualmente asistiendo",Pública
Femenino,350000.0,Autónomo,,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,200000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,69000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,70000.0,Trabajador o empleado,Título de Posgrado,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,110000.0,Trabajador o empleado,Educación Terciaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,112000.0,Trabajador o empleado,Título de Posgrado,Privado,"Sí, actualmente asistiendo",Privada
Masculino,200000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,199500.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,130000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,110000.0,Trabajador o empleado,Título de Posgrado,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,170000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,240000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,159500.0,Trabajador o empleado,Educación Secundaria,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,155000.0,Trabajador o empleado,Título de Posgrado,Público,"Sí, actualmente asistiendo",Pública
Femenino,150000.0,Trabajador o empleado,Título de Posgrado,Público,"Sí, actualmente asistiendo",Pública
Masculino,390000.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,80000.0,Trabajador o empleado,Título Universitario,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
Masculino,150000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,300000.0,Trabajador o empleado,,Público,"No, pero asistió en el pasado",No especificado / Sin respuesta
Femenino,93200.0,Trabajador o empleado,Educación Secundaria,Privado,"No, pero asistió en el pasado",No especificado / Sin respuesta
